Date,Time of day,Sender,Content
04/30/2018,13:51:09,M,Ma evo me u hostelu
04/30/2018,13:51:16,M,Amarovom
04/30/2018,13:51:28,M,Samo da nesto zavrsim pa te zovem
04/30/2018,14:03:28,Me,Ja sam u stanu ovdje
04/30/2018,14:03:35,Me,Gotov sam za par minuticq
04/30/2018,14:03:46,M,Pa haj
04/30/2018,14:03:59,Me,Hajde ovamo
04/30/2018,14:04:03,Me,Pa cemo zajedno
04/30/2018,14:04:22,Me,To nam je metar doslovno
04/30/2018,14:04:26,M,Oki ja sam kod Ginisa
04/30/2018,14:04:34,M,Gdje je to tacno
04/30/2018,14:04:38,M,Ona ulicica
04/30/2018,14:04:40,Me,Kod evrope
04/30/2018,14:04:41,M,Pored
04/30/2018,14:04:45,M,Oki
04/30/2018,14:04:46,Me,Ona icicq
04/30/2018,14:04:51,M,Oki
04/30/2018,14:04:51,Me,Ulica
04/30/2018,14:04:59,Me,Vidjet cu te s lrozora
04/30/2018,14:05:42,M,Okiii
04/30/2018,15:41:04,Me,Platio sam
04/30/2018,15:41:11,Me,Hoces dolaziti?
04/30/2018,15:41:18,Me,Ili da ti donesem stvari?
04/30/2018,15:41:24,Me,Meni se ne zuri nigdje
04/30/2018,15:41:31,Me,Ako ces nazad
04/30/2018,15:41:57,M,Nazad cu eto me brzo
04/30/2018,15:42:09,Me,(like)
05/19/2018,20:53:41,Me,Eh
05/19/2018,20:53:51,Me,Gdje ti zavrsavas s poslom
05/19/2018,20:53:56,Me,Na kojoj lokaciji?
05/19/2018,21:24:38,Me,???
05/19/2018,21:28:56,M,Bbi
05/19/2018,21:29:01,M,U 10 gotova
05/19/2018,21:29:17,Me,Pa ces prema carsiji?
05/19/2018,21:29:26,Me,Jesi se cula s eldarom?
05/19/2018,21:29:46,Me,Hajmo sjesti u daire
05/19/2018,21:30:44,M,Jes prema carsiji cu
05/19/2018,21:30:48,M,Pa tako cemo nekako
05/19/2018,21:30:54,M,Zvacemo ga kad se nadjemo
05/19/2018,21:31:03,Me,Hajd
05/20/2018,00:33:53,Me,Ukrajinski cigani u brazilu
05/20/2018,00:33:59,Me,Gogol bordello
06/15/2018,06:11:11,Me,Bajrambarecola
06/15/2018,06:11:14,Me,Sve najbolje
06/15/2018,06:11:15,Me,(happy)
06/15/2018,10:08:04,M,"O Erol, Bajrambarecula. Sve najbolje i tebi i tvojima"
06/15/2018,10:08:06,M,(moa)
07/19/2018,22:28:15,Me,U makarskoooj smo
08/13/2018,12:56:29,Me,radis ne radis
08/13/2018,14:56:22,M,Nope evo me u gradu
08/13/2018,14:56:31,M,Ver ar ju
08/13/2018,14:57:02,Me,Jel to izlazimooo
08/13/2018,14:57:06,Me,(eek)
08/13/2018,14:57:30,M,Pa moremo samo imam nekih obaveza pa te zovem kad zavrsim
08/13/2018,14:57:35,M,Morel?
08/13/2018,14:57:41,Me,Hoces brzo?
08/13/2018,14:57:55,M,Dva sata najmanje
08/13/2018,14:58:09,Me,U 5 tek?
08/13/2018,14:58:20,Me,Uuu ne znam hocu ki stici to
08/13/2018,14:58:27,Me,Gdje si sutra popodne
08/13/2018,14:58:28,Me,?
08/13/2018,14:58:36,M,Hos da ti javim koja sam sutra smjena
08/13/2018,14:58:42,M,Ne znam jos
08/13/2018,14:59:09,Me,Imal neki termin da odgovara koja god si smjena?
08/13/2018,14:59:17,Me,Prije ako si druga i poslije ako si prva?
08/13/2018,15:43:19,M,Evo dobila sam i sutra slobodan dan pa cemo se uganjati
08/14/2018,12:07:12,Me,Jel smo li na planu i programu?
08/14/2018,12:26:22,M,A nismo jedino predvece nekad
08/14/2018,12:27:39,Me,Imam film vcrs
08/14/2018,12:29:56,M,E jebi ga
08/14/2018,12:30:05,M,Pocela sam da krecim to je problem
08/14/2018,12:30:13,M,Ne mogu sad prekinuti
08/14/2018,12:30:14,M,Hahahqh
08/14/2018,12:30:28,Me,Hajde hajde
08/21/2018,10:24:36,Me,"Bajram Serif Mubarek Olsun, sve najbolje :)"
08/21/2018,10:24:51,Me,Kafa kad dodjem womaaan
08/21/2018,13:02:30,M,Bajrambareculaaaaaa
08/21/2018,13:02:32,M,Djes to
08/21/2018,13:02:38,M,Odakle se vracas
08/21/2018,13:02:40,M,A a a a
08/21/2018,13:02:44,M,(happy)
08/21/2018,13:59:40,Me,Birsel pariz
08/28/2018,09:47:32,Me,Kad smo na kraju rekli?
08/28/2018,10:48:51,M,U pola 2
08/28/2018,10:49:30,Me,(like)
08/28/2018,13:28:24,Me,Mecoo
09/24/2018,18:39:43,Me,Heej
09/24/2018,18:39:47,Me,Lamija je jos gore
09/24/2018,18:39:51,Me,Dat ce ti ona
09/24/2018,18:40:00,Me,Samo nemoj pozvoniti
09/24/2018,18:40:02,M,Okii super
09/24/2018,18:40:03,Me,Vec pokucaj
09/24/2018,18:40:06,M,Dobro mali hvala
09/24/2018,18:40:29,Me,Nema na cemu
09/24/2018,19:33:52,Me,Nije malo
09/24/2018,19:33:54,Me,Mali
09/24/2018,19:33:57,Me,Vec mala bila
09/24/2018,21:12:49,M,Ha hahahha
09/24/2018,21:12:50,M,?
09/24/2018,21:13:10,Me,Pa kazes dobro mali
09/24/2018,21:13:14,Me,Nisam ja kucao
09/24/2018,21:13:17,Me,Vec berina
09/24/2018,21:13:35,M,Pa ja nju zovem mali
09/24/2018,21:13:38,M,Mali sister
09/24/2018,21:13:52,Me,E pa nisam vam ja kriv kad ste nepismene
09/24/2018,21:14:08,Me,I to uzrokuje zbunjujuce situacije
09/24/2018,21:14:34,Me,Elem
09/24/2018,21:14:36,Me,All goood
09/24/2018,21:14:50,M,Hahhaha hvala ti
09/24/2018,21:14:53,M,Razligu
09/24/2018,21:14:57,M,(yummi)
11/23/2018,09:45:01,Me,"(party_popper)(confetti_ball)(party_popper)(confetti_ball)(party_popper)(confetti_ball)(party_popper)(confetti_ball)(party_popper)(confetti_ball)(confetti_ball)(party_popper)(confetti_ball)(party_popper)(party_popper)(party_popper)(confetti_ball)(party_popper)(confetti_ball)(party_popper)(party_popper)(party_popper)(confetti_ball)(party_popper)(confetti_ball)(party_popper)(party_popper)(party_popper)(confetti_ball)(party_popper)(confetti_ball)(party_popper)(party_popper)(party_popper)(confetti_ball)(party_popper)(confetti_ball)(party_popper)(party_popper)(party_popper)(confetti_ball)(party_popper)(confetti_ball)(party_popper)          , , , , ,         _| | | | |_        {~*~*~*~}__  {*~*~*~*~*} __    `-------------`(confetti_ball)(party_popper)(confetti_ball)(party_popper)(confetti_ball)(party_popper)(confetti_ball)(party_popper)(confetti_ball)(party_popper)(confetti_ball)(party_popper)(confetti_ball)(party_popper)(confetti_ball)(party_popper)(confetti_ball)(party_popper)(confetti_ball)(party_popper)(confetti_ball)(party_popper)(confetti_ball)(party_popper)(confetti_ball)(party_popper)(confetti_ball)(party_popper)(confetti_ball)(party_popper)(confetti_ball)(party_popper)(confetti_ball)(party_popper)(confetti_ball)(party_popper)(party_popper)(confetti_ball)(party_popper)(confetti_ball)(party_popper)Sve najboljeeeeeeeeee"
11/23/2018,19:26:19,M,"Vauuu uvijek tako kreativan, moj Erol ljudi 😂😂😂"
11/23/2018,19:26:22,M,Hvalaaaaaaa
12/12/2018,16:09:44,Me,Mecoo
12/12/2018,16:09:47,Me,Jesi tu?
12/12/2018,17:52:14,M,Jeees
12/12/2018,20:40:10,Me,Kupujem mami poklon
12/12/2018,20:40:24,Me,Koji ti je lijepsi ?
12/12/2018,20:40:41,Me,Ovaj je kao sesir sa biserom
12/12/2018,21:06:09,M,Meni je ovaj?
12/12/2018,21:06:23,M,I prvi
12/12/2018,21:06:27,M,Taj uvijeni
12/12/2018,21:06:56,Me,Dosad najvise sam dobio za ovaj uvijeni
12/12/2018,21:07:01,Me,Znaci uvijeni
12/12/2018,21:07:15,M,Da da bas je lijep
12/12/2018,21:07:37,Me,Hvalaaaa
12/12/2018,21:07:43,M,Nistaaaaaa
12/12/2018,21:07:53,M,I djesi jebote
12/12/2018,21:08:04,Me,Ucim
12/12/2018,21:08:24,M,Kafa u petak
12/12/2018,21:08:24,M,?
12/12/2018,21:08:47,Me,Vazi
12/12/2018,21:08:56,Me,Ne izvlaci se
12/12/2018,21:09:04,M,Prije ili poslije posla
12/12/2018,21:09:06,M,?
12/12/2018,21:09:07,Me,Petak pa petak
12/12/2018,21:09:12,M,Druga sam
12/12/2018,21:09:16,Me,Kad je prije kad je poslije
12/12/2018,21:09:28,M,Prije oko 1
12/12/2018,21:09:32,M,Poslije
12/12/2018,21:09:38,M,At 10
12/12/2018,21:09:38,Me,Prije bolje
12/12/2018,21:09:44,Me,Za prije mogu garantovati
12/12/2018,21:09:46,M,Okiii
12/12/2018,21:09:47,Me,Poslije ko zna
12/12/2018,21:09:49,M,Hahaha
12/12/2018,21:09:51,Me,(like)(like)(like)(like)(like)
12/12/2018,21:10:02,M,Dje je mali hocel s nama?
12/12/2018,21:10:13,Me,Ustvari poslije mi je mami rodjendan
12/12/2018,21:10:19,Me,Ne bih mogao svakako
12/12/2018,21:10:30,M,Aaaaaa
12/12/2018,21:10:35,M,Pa dobro
12/13/2018,18:19:15,M,Eeeej
12/13/2018,18:19:20,M,Bad news
12/13/2018,18:19:27,M,Ipak sam sutra prva
12/13/2018,18:19:29,M,Jebi ga
12/13/2018,18:19:37,M,Javim ti se ovih dana za kofi
12/13/2018,18:19:38,M,Sori
12/13/2018,18:19:43,M,(heart)
12/13/2018,18:58:05,Me,Aaaa
12/13/2018,18:58:08,Me,Ma hajde
12/13/2018,18:58:11,Me,Sve ok
01/28/2019,18:07:51,M,"SuuuuuunceeeeeSretan rodjendaaaaaaaanZelim ti sve naaaaj naaaaaaaaj naaaaaaajDa ih docekas jos punooooooooooou zdravlju, sreci, ljubavi i veseljuuuuuuuuuuuuuu🎉🎊🎉🎊🎉🎊🎉🎊🎉🎊🎉🎊🎉🎊🎉🎊🎉🎊🎉🎊🎉🎊🎉🎊🎉❤🎉🎊🎉🎊🎉🎊🎉🎊🎉🎊🎉🎊🎉🎊🎉🎊🎉🎊🎉🎊🎉🎊🎉🎊"
01/28/2019,18:08:00,M,Ih poremetilo mi se
01/28/2019,18:08:01,M,Hahaha
01/28/2019,18:08:10,M,Trebalo je srce biti u sredini
01/28/2019,20:25:48,Me,hvalaaaaaaa
01/28/2019,20:25:53,Me,(shy)
02/08/2019,14:25:20,M,Hahaha Erole
02/08/2019,14:25:42,M,Hvala na asistenciji ali zato me panicno nazvala
04/12/2019,09:04:32,Me,Pa dze si zeno
04/12/2019,09:04:38,Me,Ima li mi plakata
04/12/2019,11:24:33,M,Evo me vracam se iz Mostara
04/12/2019,11:24:41,M,Danas sam druga pa cu pogledati
04/12/2019,11:24:43,M,Moze?
04/12/2019,11:36:56,Me,Ma super
04/12/2019,11:37:39,Me,(mwah)
04/13/2019,13:38:02,M,Uspjela sam
04/13/2019,13:38:14,Me,Ooooooo
04/13/2019,13:38:19,Me,How I love yu
04/13/2019,13:38:49,Me,(inlove)(inlove)(inlove)
04/13/2019,13:39:40,M,Hahaha ❤
04/13/2019,13:47:08,M,Ti radis sutra jelde
04/13/2019,13:50:14,Me,Aha
04/13/2019,13:50:29,Me,Evri day
04/13/2019,13:50:40,M,Oki
04/13/2019,13:50:52,M,Kontala da pijemo kafu pa se sjetih
04/13/2019,13:55:58,Me,Jedino poslije 5
04/13/2019,14:04:21,M,Ma ja druga smjena
04/13/2019,14:04:25,M,Pa tako da nista hahah
04/13/2019,14:04:28,M,Drugi dan
