Date,Time of day,Sender,Content
09/15/2018,19:56:26,Me,Dobar go
09/15/2018,19:56:33,Me,Uzasna frizura
10/08/2018,09:10:59,Vir Triumphalis,Sta kazes na borbu
10/08/2018,09:37:35,Me,Ma prebio ga je
10/08/2018,09:37:46,Me,Vec mu se neko vrijeme spremalo ovo
10/08/2018,09:37:50,Me,Drag je on meni
10/08/2018,09:37:52,Me,Al sta ces
10/08/2018,09:39:19,Vir Triumphalis,Istog sam misljenja
10/08/2018,09:39:31,Vir Triumphalis,Al isto prvi put da sam mu vidio na licu strah
10/08/2018,09:40:45,Vir Triumphalis,Sta ima kod tebe
10/08/2018,09:41:19,Vir Triumphalis,Jesi li pomaka zovot u nekom smjeru
10/08/2018,09:48:51,Me,Jesam
10/08/2018,09:49:04,Me,"Sad mi je zivot divan, krasan, nezaboravan"
10/08/2018,09:49:30,Me,Ustajem na desnu nogu uz cvrkut ptica
10/08/2018,09:50:08,Me,Sad ce zima u sarajevu
10/08/2018,09:50:17,Me,Moj najdrazi period
10/08/2018,09:50:56,Me,"Ma ej, ne bih mogao nacrtati bolji zivot od ovog"
10/08/2018,09:53:11,Me,"Sto se tice conora, mislim da je on ipak vise za show nego za ring, dosta puta se provukao, pogotovo protiv onog brazilca alda. Naletio mu je na nokaut, mislim da bi ga i on prebio tad"
10/08/2018,09:53:30,Me,A ovaj khabib je ipak drugacija zvijer od njega
10/08/2018,09:54:13,Me,To su tip ljudi koji bi srusili zid ili drvo da im kazes
10/08/2018,09:54:33,Me,"A conor je “umjetnik”, ono martial arts fazon"
10/08/2018,09:54:43,Me,Ili bar hoce da je to
10/08/2018,09:54:54,Me,Showmen pravi
10/08/2018,09:55:51,Me,Ala neymar vs drogba
10/08/2018,09:56:39,Vir Triumphalis,Hahahhaah
10/08/2018,09:56:55,Vir Triumphalis,Jesi li skinuo kile
10/08/2018,09:58:45,Me,Evo odoh upravo
10/08/2018,09:58:50,Me,U teretanu
10/08/2018,09:58:57,Me,Odnosno idem
10/08/2018,09:59:02,Me,Sta ima kod tebe
10/08/2018,09:59:07,Me,Jesi uganjao prvi 11
10/08/2018,09:59:12,Me,Cujes li se s varetom
10/08/2018,09:59:48,Vir Triumphalis,"Slazem se, ne bih rekao da se provukao al je razlika u tome kao sto si i rekao sto su spremni ubiti vidio si ti njega kad ga je davio da mu je trebalo 3 sec poslije predavanja da ga pusti. Vise mu nije stalo do borbi hoce da napravi show kao sto je uradio a maywethrom  poslije borbe pili i slikali se zajedno"
10/08/2018,10:00:58,Vir Triumphalis,Bjezi tamo ne mogu vise da tipkam nazovi kad mognes
10/08/2018,10:03:25,Me,Haha
10/08/2018,10:03:43,Me,A svaki put kad me nazoves
10/08/2018,10:03:46,Me,Uzasna konekcija
10/08/2018,10:04:02,Me,Sad si me zvao znaco od kuce do centrala dok sam dosao
10/08/2018,10:04:27,Vir Triumphalis,Hajde cut cemo se veceras kad dodjem kuci
10/08/2018,10:04:49,Vir Triumphalis,Sad sam u vozu
10/08/2018,10:05:28,Vir Triumphalis,Ne da mu se se pisati
10/08/2018,10:09:18,Me,Hajde draga
10/08/2018,10:09:19,Me,Javi kad dodjes kuci
10/08/2018,10:09:20,Me,(mwah)
10/08/2018,10:09:21,Me,Ako se ne javim znaci da sam u kinu gledam venoma
10/08/2018,10:27:24,Vir Triumphalis,👍
10/30/2018,10:16:39,Vir Triumphalis,"Gledas li sta radi ovaj ""mali  u nba"
10/30/2018,10:18:42,Me,Doncic?
10/30/2018,10:18:58,Vir Triumphalis,Da
10/30/2018,10:19:08,Me,Ma ko je sumnjao uopste
10/30/2018,10:19:12,Me,Momak prvak svijeta
10/30/2018,10:19:15,Me,I europe
10/30/2018,10:19:22,Me,Glavni igrac u obje ekipe
10/30/2018,10:19:30,Me,A vidi mu se po faci da nije debil
10/30/2018,10:21:31,Vir Triumphalis,"Znam sve to al vidis ti njega bolan on igra isto kao da mu nije rooki sezona nema straha, kao sa mu je 10 sezona. A i to sto kaze vise je nego normalan"
10/30/2018,10:21:42,Vir Triumphalis,A kako je prvak svijeta
10/30/2018,10:21:59,Me,Pa osvojio je svjetsko prvenstvo sa slovenijom
10/30/2018,10:22:09,Me,Pa igra tako jer nije rookie
10/30/2018,10:22:25,Me,On je vec iskusan
10/30/2018,10:22:41,Me,Zamisli ti igras u prvoj postavi prvaka evrope od 17
10/30/2018,10:22:57,Me,To je isto kao da kazes da messi nije bio iskusan u svojoj 23
10/30/2018,10:23:18,Me,Ma momak ce da dere
10/30/2018,10:23:28,Me,Samo mi zao sto je u dalasu
10/30/2018,10:23:38,Me,Da je bar u nekoj atraktivnijoj ekipi
10/30/2018,10:25:18,Vir Triumphalis,Slazem se nece ga ovi dati nikome gradit ce ekipu na njemu al zato ce trebati 4  5 god
10/30/2018,10:25:31,Vir Triumphalis,Kad je osvojio s slovenijom svjetsko
10/30/2018,10:25:52,Vir Triumphalis,Ja koliko znam da su ameri osvojili zadnja dva svjetska
10/30/2018,10:26:03,Vir Triumphalis,Osvojio samo evropsko
10/30/2018,10:26:59,Me,Ma na to mislim
10/30/2018,10:27:03,Me,Eurobasket
10/30/2018,10:31:16,Vir Triumphalis,A sta kazes za jamesa i potez za LA koliko ce mu trebati s ovom ekipom da makar moze konkurisati za naslov
10/30/2018,10:31:33,Vir Triumphalis,I naravno da se onaj dream team raspadne
10/30/2018,10:32:35,Me,"Maah, james je otisao tamo radi privatnog zivota"
10/30/2018,10:32:38,Me,Ne kosarke
10/30/2018,10:32:52,Me,On je prevelika zvijezda da zivi u clevlandu
10/30/2018,10:33:02,Me,Hocu da mu tamo djeca idu u skolu
10/30/2018,10:33:09,Me,Da on nosa cvike i voza ferarija
10/30/2018,10:33:11,Me,Shvatljivo
10/30/2018,10:33:18,Me,Ove sezone nema nista od njega
10/30/2018,10:33:31,Me,Mislim da ce se durant zasititi goldena
10/30/2018,10:33:40,Me,Pa da ce otici negdje
10/30/2018,10:33:53,Me,Bilo je cak i price da ce u la
10/30/2018,10:34:28,Me,Al ja ne vidim da iko dobije golden dok ne upadnu u krizu
10/30/2018,10:34:40,Me,Ili dok se ne udruze jedno od ovih
10/30/2018,10:34:56,Me,"James, harden, westbrook, durant"
10/30/2018,10:35:12,Me,Dodaj jos jednog prosjecno dobrog igraca
10/30/2018,10:35:18,Me,I to je to
10/30/2018,10:35:29,Me,Sad je najaci huston def
10/30/2018,10:35:38,Me,Sa cris paulom i hardenom
10/30/2018,10:35:47,Me,Ali i oni su na zapadu
10/30/2018,10:35:59,Me,Tako da ce ti finale biti uzasno dosadno sad
10/30/2018,10:36:11,Me,Jer ce ovrati golden protiv nekog puno slabijeg
10/30/2018,10:37:53,Vir Triumphalis,Jest al zato ce biti finale zapada uzasno dobro
10/30/2018,10:50:50,Me,Pa bit ce od cetvrtfinala pa nadalje extra
10/30/2018,10:50:52,Me,Kako ide?
10/30/2018,11:02:21,Vir Triumphalis,"Dobro, ostala jos dvs kola s tim ako i ne budemo igrali play off  to bi znacilo jos dvije utakmice. To kad se zavrsi onda da vidim sta ce biti dalje"
10/30/2018,11:05:39,Me,Mislis da mozes odmah ici negdje?
10/30/2018,11:08:21,Vir Triumphalis,Znam da mogu
10/30/2018,11:08:44,Vir Triumphalis,I ovaj agent je aktivan barem po njegovim pricama se da zakljuciti
10/30/2018,11:08:59,Vir Triumphalis,Tako da moze svasta da bude
10/30/2018,11:09:06,Me,Ma super
10/30/2018,11:09:28,Vir Triumphalis,Kod tebe
10/30/2018,11:09:38,Vir Triumphalis,Vidjas li ledeta
10/30/2018,11:09:46,Vir Triumphalis,Nisam se dugo cuo s njim
10/30/2018,11:09:54,Me,Vidjam
10/30/2018,11:10:00,Me,Ma lede ko lede
10/30/2018,11:10:13,Me,Hoce sad da renta stan
10/30/2018,11:10:21,Me,I zivi s onom curom
10/30/2018,11:10:55,Me,"Dobro si me napomenuo, taman da zovem varetu da sjedemo"
10/30/2018,11:14:47,Vir Triumphalis,Dokle si s fakultetom
10/30/2018,11:15:06,Me,Jos 3 i to je to
10/30/2018,11:15:12,Me,Pisem diplomski upravo
10/30/2018,11:16:07,Vir Triumphalis,Fino
10/30/2018,11:16:21,Vir Triumphalis,Kakav je plan poslije toga
10/30/2018,11:16:48,Me,Master
10/30/2018,11:16:49,Me,Negdje
10/30/2018,11:17:28,Me,I eto
10/30/2018,11:18:53,Vir Triumphalis,Hahhaa
10/30/2018,11:34:48,Vir Triumphalis,Sutim...
11/22/2018,12:54:48,Me,Pa gdje si klas jan plakalson
11/22/2018,12:54:51,Me,Sta ima
11/22/2018,12:55:04,Me,Jesi li prvu platu spiskao na opremu za trening?
11/22/2018,12:56:39,Vir Triumphalis,Cuj njega ko da sam potpisao za Ajax pa ono spiskao platu
11/22/2018,12:56:44,Vir Triumphalis,Nista evo jedem
11/22/2018,12:56:50,Vir Triumphalis,Hocu da idem na trening
11/22/2018,12:56:53,Vir Triumphalis,Sta ima ktb
11/22/2018,12:58:04,Vir Triumphalis,Fino
11/22/2018,12:58:34,Vir Triumphalis,Znaci sjetis me se kad si na solji
11/22/2018,12:58:53,Me,Sjetio sam te se u dnevnoj
11/22/2018,12:59:05,Me,Ali radi komicnog efekta
11/22/2018,12:59:18,Vir Triumphalis,Hahahahah
11/22/2018,13:00:52,Me,Kad ces ovamo
11/22/2018,13:00:58,Vir Triumphalis,Ima li jos kakvog sranja u tvom zivotu
11/22/2018,13:01:05,Vir Triumphalis,Sljedece sedmice
11/22/2018,13:01:09,Me,Ma serem konstantno
11/22/2018,13:01:11,Me,Toooo
11/22/2018,13:01:19,Me,E bas cemo se ispricati
11/22/2018,13:01:22,Me,Bas mi drago
11/22/2018,13:01:51,Vir Triumphalis,E da znas da je i meni
11/22/2018,13:01:59,Vir Triumphalis,Valjat ce mi ovaj odmor
11/22/2018,13:02:02,Vir Triumphalis,Pravo
11/22/2018,13:02:55,Me,Idemo u bazen odmah
11/22/2018,13:17:06,Vir Triumphalis,Hahaha
11/22/2018,13:17:46,Vir Triumphalis,Ajde vidimo se mi uskoro
11/22/2018,13:17:50,Vir Triumphalis,Odo sad na trening
12/01/2018,10:44:07,Me,Jel sve ok za central ?
12/01/2018,10:46:37,Vir Triumphalis,"Jest al moram ""naknadno donijeti indeks"""
12/01/2018,10:47:10,Me,Ma ja
12/01/2018,10:47:13,Me,To je to
12/01/2018,10:47:16,Me,(happy)
12/02/2018,16:44:46,Me,https://youtu.be/VikuYpj5rmo
12/03/2018,11:19:31,Me,Ima li te u centralu ?
12/03/2018,11:25:04,Vir Triumphalis,Ima
12/03/2018,11:30:08,Me,E nek si mi rekao
12/03/2018,11:32:26,Vir Triumphalis,Cekaj jesi li mislio sad
12/03/2018,11:32:29,Vir Triumphalis,Ili danas
12/03/2018,11:32:38,Vir Triumphalis,Icu danas
12/03/2018,11:32:44,Vir Triumphalis,Hocemo zajdeno
12/03/2018,11:41:27,Me,Ma nako pitao
12/03/2018,11:41:31,Me,Evo mene treniram
12/03/2018,11:44:00,Vir Triumphalis,Aha
12/03/2018,11:44:05,Vir Triumphalis,Nista onsa
12/03/2018,11:44:17,Vir Triumphalis,Al trebao bih s ledetom poslije na kafu
12/03/2018,11:44:20,Vir Triumphalis,Hoces ti
12/03/2018,11:49:20,Me,Ma imam ovaj ispit u 4
12/03/2018,11:49:25,Me,Pardon u srijedu
12/03/2018,11:49:37,Me,Al kad ste kontali
12/03/2018,11:51:05,Vir Triumphalis,Nekda poslije podne nismo def
12/03/2018,11:51:16,Vir Triumphalis,Odo u teretanu pa cu ga zvati
12/03/2018,12:20:04,Me,Hajde prozvat cu vas ako budem mogao
12/05/2018,13:44:33,Me,Jesi negdje i blizini
12/05/2018,13:45:08,Vir Triumphalis,Nisam evo me kuci
12/05/2018,13:45:32,Vir Triumphalis,Hocemo u teretanu kasnije
12/05/2018,13:50:06,Me,Ja imam nesto da zavrsim sad do 3
12/05/2018,13:50:12,Me,Kontao da jedemo
12/05/2018,14:06:18,Vir Triumphalis,Idem ja s comom u 3 na kafu pa hajde naleti
12/05/2018,14:06:37,Vir Triumphalis,A ako hoces poslije cu ici u teretanu i na bazen
12/05/2018,14:13:53,Me,Gdje cete biti?
12/05/2018,14:16:17,Vir Triumphalis,Nismo se dog
12/05/2018,14:16:26,Vir Triumphalis,Kad se spusti u grad zvat ce me
12/05/2018,14:54:04,Me,Jesi ti u jagodi?
12/05/2018,15:00:56,Me,??
12/06/2018,20:40:27,Me,Jel se vareta javlja?
12/06/2018,20:40:33,Me,Sta je s njim ?
12/06/2018,20:40:40,Me,Ne odg meni nista
12/06/2018,20:40:54,Vir Triumphalis,Cuo sam se danas nije mi nista puno govorio
12/06/2018,20:41:02,Vir Triumphalis,Sutra dolazi pa cemo sjestu
12/06/2018,20:41:17,Me,Sta mislis?
12/06/2018,20:41:26,Me,Nista a?
12/06/2018,20:45:13,Vir Triumphalis,Reko mu ovaj trener da hoce da dodje na pocetak priprema u januaru pa sa vide
12/06/2018,20:45:21,Vir Triumphalis,Sto je po meni preseravanjr
12/06/2018,20:45:31,Me,Pa sto su ga sad zvali
12/06/2018,20:46:31,Vir Triumphalis,Istog sam misljenja al eto vidjet cemo sutra nisam ga htio previse propitivati
12/06/2018,20:46:50,Me,Ma ja
12/06/2018,20:46:53,Me,Al ok
12/06/2018,20:46:57,Me,Nisu ga odbili
12/06/2018,20:59:14,Vir Triumphalis,Nisu
12/06/2018,20:59:37,Me,Hej
12/06/2018,20:59:46,Me,Jel ti se ide na savnike kod mene
12/06/2018,20:59:50,Me,Rostilj
12/06/2018,21:00:01,Me,S varetom
12/06/2018,21:00:06,Me,Bit ce i lede
12/06/2018,21:00:11,Me,Mozemo i comija zvati
12/06/2018,21:00:21,Me,Pa se vi vratite isti dan ako hocete
12/06/2018,21:00:33,Me,Ja cu ostati s ledetom nociti gore
12/06/2018,21:00:45,Me,Ili ti se ne ide uopste
12/06/2018,21:00:47,Me,?
12/06/2018,21:01:05,Vir Triumphalis,Ako se dog ja sam za
12/06/2018,21:01:14,Me,Ma mi smo se vec dof
12/06/2018,21:01:16,Me,Dog
12/06/2018,21:01:18,Me,Ja i lede
12/06/2018,21:01:25,Me,Mi idemo
12/06/2018,21:02:11,Vir Triumphalis,Kad
12/06/2018,21:02:20,Vir Triumphalis,Manja sam vise da sjednemo
12/06/2018,21:02:23,Vir Triumphalis,U gradu
12/06/2018,21:02:38,Vir Triumphalis,Treba mi vise zenskog drustva u blizini
12/06/2018,21:02:44,Me,Haha
12/06/2018,21:02:57,Vir Triumphalis,Mozemo u holidej market
12/06/2018,21:03:01,Vir Triumphalis,A jedemo u jagodi
12/06/2018,21:03:07,Me,Ma moze moze
12/06/2018,21:03:07,Vir Triumphalis,Pljeske
12/06/2018,21:03:13,Me,Ali ja moram ici gore
12/06/2018,21:03:18,Me,Da vodu zatvorim
12/06/2018,21:03:20,Me,Pa zato
12/07/2018,12:03:02,Me,Hoces u central danas?
12/07/2018,12:25:52,Vir Triumphalis,Hocu
12/07/2018,12:26:11,Me,KaD?
12/07/2018,12:26:25,Vir Triumphalis,Iza 3
12/07/2018,12:26:40,Vir Triumphalis,"Pola4 ,4"
12/07/2018,12:26:59,Me,Pa hajd
12/07/2018,12:27:05,Me,Doci cu i ja
12/07/2018,12:27:32,Vir Triumphalis,Onda se vidimo tad
12/07/2018,15:05:14,Me,Hocemol?
12/07/2018,15:19:51,Vir Triumphalis,Evo krecem iz jagode
12/07/2018,15:20:11,Me,Hajde
12/07/2018,15:45:44,Me,Ja sam u svlacioni
12/07/2018,17:42:55,Me,"Brate, ipak odoh na film u 6"
12/08/2018,14:44:03,Me,Hocete vcrs u onaj holliday?
12/08/2018,15:07:09,Vir Triumphalis,Ne znam za njeg al mozemo mi otici ako hoces
12/08/2018,15:08:14,Me,Hajd javim ti
12/11/2018,22:12:27,Vir Triumphalis,Hocemo h kjno sutra
12/11/2018,22:20:42,Me,Onaj film ?
12/11/2018,22:20:53,Me,Hoces po danu nekad
12/11/2018,22:20:57,Me,Pa poslije u central
12/11/2018,22:31:29,Vir Triumphalis,"Necemo navecer ima liga sampiona, ima termin u 18 sati hocemo tad"
12/11/2018,22:31:48,Vir Triumphalis,A mozemo prije podne u central
12/11/2018,22:31:58,Vir Triumphalis,Al ja cu samo na bazen ici sutra
12/11/2018,22:39:14,Me,Kad si kontao
12/11/2018,22:39:20,Me,Moze hajd
12/11/2018,22:45:42,Vir Triumphalis,Hajde da vidim sutra kad ustanem kakva ce situacija biti pa cu ti javiti za central
12/11/2018,22:51:38,Me,Hajde
12/12/2018,11:19:50,Vir Triumphalis,Hoces li ti ici u teretanu ili samo na bazen
12/12/2018,12:23:25,Me,Bio
12/12/2018,12:23:29,Me,Jutros
12/12/2018,12:35:01,Vir Triumphalis,Aha kad cemo inda bazen
12/12/2018,13:23:42,Me,Hajde vidjet cu
12/12/2018,13:23:50,Me,Ja imam nesto posla danas
12/12/2018,13:24:09,Me,Pa ako stignem prije filma doci cu na bazen
12/12/2018,13:24:25,Me,"Ako ne, onda te pokupim i idemo samo gledati"
12/12/2018,13:36:57,Vir Triumphalis,Ok
12/12/2018,16:42:02,Me,Hej plaki
12/12/2018,16:42:09,Me,Izvini stvarno nisam mogao doci
12/12/2018,16:42:15,Me,Na bazen
12/12/2018,16:42:23,Me,Kad cemo se naci za kino
12/14/2018,12:43:36,Me,Gdje si to ?
12/14/2018,12:43:42,Me,"Zovem te, ne javljas se"
12/14/2018,12:43:47,Me,Ja sam s varetom
12/14/2018,12:43:53,Me,Ako hoces hajde dodji
12/14/2018,12:44:09,Me,Ima otvornje onog kina imperijal
12/14/2018,12:44:11,Me,U 2
12/14/2018,12:44:20,Me,Pa mozemo zajedno otici provjeriti
12/15/2018,03:43:53,Me,Jesi ok ?
12/15/2018,11:07:07,Vir Triumphalis,Dobar
12/15/2018,13:00:51,Me,Plaki
12/15/2018,13:00:54,Me,Hoces na bazen?
12/19/2018,10:46:38,Vir Triumphalis,Hocemo piti kafu
12/19/2018,10:49:40,Me,Ee
12/19/2018,10:49:42,Me,Ne mogu danas
12/19/2018,10:49:48,Me,Imam prezentaciju
12/19/2018,10:49:57,Me,Pa se moram spremati
12/19/2018,10:50:13,Me,"Evo me u centralu, zavrsim pa cu na fax"
12/19/2018,10:50:29,Vir Triumphalis,Aha hajde onda zovi sutra
12/19/2018,10:50:40,Me,Vazi
12/20/2018,11:08:17,Me,Kad si konto u central
12/20/2018,11:36:54,Vir Triumphalis,Imam termib u cetri
12/30/2018,14:51:26,Vir Triumphalis,Ee hajde mogao si mi uzeti jedan kupon
12/30/2018,14:51:37,Vir Triumphalis,I kad cemo piti kafu
12/30/2018,14:52:15,Me,Moze
12/30/2018,14:52:30,Me,Necu ni da pitam sta ce ti
12/30/2018,14:52:34,Me,Kad si clan
12/30/2018,14:52:44,Me,Nije moja briga
12/30/2018,14:52:50,Me,(wink2)
12/30/2018,14:53:00,Me,Ja sam brate imao temp nesto
12/30/2018,14:53:05,Me,Nisam nikako bio dobar
12/30/2018,14:54:28,Vir Triumphalis,Jesi sad dobar
12/30/2018,15:02:10,Me,Nako
12/30/2018,15:02:14,Me,Oporavljam se
12/30/2018,15:02:20,Me,Nema vise temp bar
12/30/2018,15:07:40,Vir Triumphalis,Aha
12/30/2018,15:07:57,Vir Triumphalis,Pa eto ako mognes sutra zovi
12/30/2018,15:13:14,Me,Moze moze
12/31/2018,13:04:21,Me,Hajde hoces na kafu
12/31/2018,13:04:51,Vir Triumphalis,Evo dosao da vadim zub
